Tiempo [s],u [m],v [m/s],a [m/s²]
84.76,-3.8875306407976216e-07,7.04808618356287e-07,0.0002988763506028444
84.76,-3.8395653187362107e-07,1.6880230544382504e-06,0.0002832280405483106
84.77,-3.760200034582086e-07,2.616981471904562e-06,0.00026506576111701017
84.77,-3.651438728055783e-07,3.483726734631468e-06,0.0002448968283365106
84.77,-3.51550778452341e-07,4.282008237997039e-06,0.0002232471315254609
84.78,-3.3547984811640304e-07,5.007317469765547e-06,0.0002006295131821652
84.78,-3.1718108003713566e-07,5.656820642968081e-06,0.0001775151157385276
84.78,-2.969101732812619e-07,6.229200128503964e-06,0.00015430990098459427
84.79,-2.749240622616536e-07,6.724423624159044e-06,0.00013133837551215004
84.79,-2.514773334332162e-07,7.143465939398086e-06,0.00010883555332399202
84.79,-2.2681961226491576e-07,7.488011214752274e-06,8.694758952481698e-05
84.8,-2.0119391484371933e-07,7.760164060377614e-06,6.574058225155874e-05
84.8,-1.7483586962113648e-07,7.962195848269103e-06,4.521635126104087e-05
84.8,-1.4797363908932332e-07,8.096347882258687e-06,2.5333355494187343e-05
84.81,-1.208283153893672e-07,8.164706649695803e-06,6.030438385584927e-06
84.81,-9.361453281912165e-08,8.169158539356914e-06,-1.274904860909924e-05
84.81,-6.654103607236128e-08,8.111423224990324e-06,-3.1035217851499796e-05
84.82,-3.9810965614702474e-08,7.993156881074806e-06,-4.881393136523016e-05
84.82,-1.3621668164980853e-08,7.816109412953672e-06,-6.601512606402223e-05
84.82,1.183609448538839e-08,7.582314684383029e-06,-8.250824117802295e-05
84.83,3.637958775275978e-08,7.294289657885265e-06,-9.810524061072637e-05
84.83,5.983616536805985e-08,6.955217524017349e-06,-0.00011257075916664193
84.83,8.204583904278253e-08,6.569091813907508e-06,-0.00012563848393706487
84.84,1.0286417962167326e-07,6.140802194084906e-06,-0.0001370319913774734
84.84,1.22165323427204e-07,5.676148659776172e-06,-0.0001464881578982974
84.84,1.3984483014671263e-07,5.181777488883977e-06,-0.0001537808152557769
84.85,1.5582213574541657e-07,4.665040036943493e-06,-0.00015874237518779912
84.85,1.7004236554444253e-07,4.133782766131441e-06,-0.00016128147462713866
84.85,1.8247731649082945e-07,3.5960832985595525e-06,-0.00016139481090775444
84.86,1.9312547947992878e-07,3.059952569376332e-06,-0.00015917231636797691
84.86,2.020110464978451e-07,2.53302596066857e-06,-0.00015479485757866112
84.86,2.0918192683907732e-07,2.022267941389987e-06,-0.00014852493042934027
84.87,2.147068740924948e-07,1.533713052010286e-06,-0.00014069096121380753
84.87,2.1867189426555523e-07,1.072263328461164e-06,-0.00013166667623028592
84.87,2.2117615952725298e-07,6.415571797876669e-07,-0.00012184724855128014
84.88,2.2232768688427087e-07,2.4391874581874774e-07,-0.0001116242817098868
84.88,2.222390541209386e-07,-1.1961007676080394e-07,-0.00010136165657863386
84.88,2.210234158398316e-07,-4.4915947663091655e-07,-9.137423270229447e-05
84.89,2.18791051798567e-07,-7.458542901156322e-07,-8.191100838585876e-05
84.89,2.1564663118604172e-07,-1.0115851861296446e-06,-7.314398764325615e-05
84.89,2.116873146792253e-07,-1.2487480545165851e-06,-6.516342342875545e-05
84.9,2.070017468460092e-07,-1.4599729383097624e-06,-5.7979540652163665e-05
84.9,2.0166992089272022e-07,-1.6478637662303887e-06,-5.1530327415678326e-05
84.9,1.9576383195435533e-07,-1.814768282616143e-06,-4.5694398212640434e-05
84.91,1.8934877969562743e-07,-1.962593973550405e-06,-4.030759976127734e-05
84.91,1.8248514004802324e-07,-2.0926811642836385e-06,-3.518179904062569e-05
84.91,1.7523040237110379e-07,-2.2057390486758985e-06,-3.0124037593327226e-05
84.92,1.676412633802546e-07,-2.3018446211873528e-06,-2.4954551660085064e-05
84.92,1.5977558201100005e-07,-2.380499412682518e-06,-1.9522076339176897e-05
84.92,1.5169402801000947e-07,-2.440734125873526e-06,-1.3715412663497938e-05
84.93,1.4346129772795836e-07,-2.4812481139709085e-06,-7.470538210270727e-06
84.93,1.3514681867903223e-07,-2.5005686761700572e-06,-7.730554700720131e-07
84.93,1.2682491497217521e-07,-2.4972148364040563e-06,6.3437733416533545e-06
84.94,1.1857445371588893e-07,-2.4698514135907183e-06,1.3804780923810469e-05
84.94,1.1047803357174677e-07,-2.4174215814574767e-06,2.1501443473520513e-05
84.94,1.0262080684464611e-07,-2.3392496836771862e-06,2.9301928554445593e-05
84.95,9.50890438248246e-08,-2.2351101850985404e-06,3.706158817031783e-05
84.95,8.796855197897701e-08,-2.1052624727776976e-06,4.463245977488482e-05
84.95,8.134305318348554e-08,-1.950455525831984e-06,5.18709206484998e-05
84.96,7.529260214164242e-08,-1.7719091815961768e-06,5.864280919975818e-05
84.96,6.989210153586513e-08,-1.5712808473782222e-06,6.482552633785019e-05
84.96,6.520993816578184e-08,-1.3506274535613042e-06,7.030744173876066e-05
84.97,6.130673414520982e-08,-1.1123714307209615e-06,7.49848462295598e-05
84.97,5.823418193134604e-08,-8.592780996466113e-07,7.875739915292234e-05
84.97,5.6033915228763475e-08,-5.944487027656062e-07,8.152301659420452e-05
84.98,5.4736362220127324e-08,-3.2132996593779254e-07,8.317337025949354e-05
84.98,5.4359534171592664e-08,-4.3737236983005425e-08,8.359109876512467e-05
84.98,5.4907720978218566e-08,2.3411527240348815e-07,8.264964970526069e-05
84.99,5.637009350350333e-08,5.075863932824241e-07,8.021633170490232e-05
84.99,5.871924780456458e-08,7.715931085454112e-07,7.615900118987791e-05
84.99,6.190976420825685e-08,1.020620580504727e-06,7.035590428893265e-05
85.0,6.587688961180004e-08,1.2487673198260244e-06,6.270832073070028e-05
85.0,7.053547993115955e-08,1.4498337664214262e-06,5.3154726495054666e-05
85.0,7.577935674837162e-08,1.6174583513205287e-06,4.1685283021396505e-05
85.01,8.14812343910321e-08,1.7453007006285548e-06,2.8354940077297077e-05
85.01,8.749335905155612e-08,1.8272661664751403e-06,1.3293719531620566e-05
85.01,9.364897005945998e-08,1.85776104268533e-06,-3.2873143053978967e-06
85.02,9.97646462398551e-08,1.8319630658756052e-06,-2.1095623195939698e-05
85.02,1.0564354084397269e-07,1.7460883465828406e-06,-3.976277339288592e-05
85.02,1.1107944193849792e-07,1.5976343581758445e-06,-5.885643104024475e-05
85.03,1.1586152690106822e-07,1.3855781724948887e-06,-7.789807988777042e-05
85.03,1.197796165415895e-07,1.1105115828026555e-06,-9.638560335857947e-05
85.03,1.2262968266813905e-07,7.746983187520144e-07,-0.00011381902790780923
85.04,1.2421932827419574e-07,3.8204437998270195e-07,-0.00012972755057155056
85.04,1.243729463260828e-07,-6.20209067578421e-08,-0.00014369558807009238
85.04,1.2293627377910352e-07,-5.507480265613815e-07,-0.00015538566475970357
85.05,1.197800922682182e-07,-1.076342347243329e-06,-0.00016455606708543768
85.05,1.1480288395256589e-07,-1.6302922851747587e-06,-0.0001710715941473281
85.05,1.07932325926114e-07,-2.203726694182848e-06,-0.00017490637367705431
85.06,9.912559336120231e-08,-2.787774592260207e-06,-0.00017613821947805872
85.06,8.836853267695945e-08,-3.3738994519026926e-06,-0.00017493503546535245
85.06,7.567385312808075e-08,-3.954182343974262e-06,-0.00017153422779055689
85.07,6.107856037024772e-08,-4.52153218810419e-06,-0.0001662169963227434
85.07,4.4640911312098975e-08,-5.069807942923322e-06,-0.00015927978803342995
85.07,2.643720029289539e-08,-5.593845419495458e-06,-0.00015100548469816218
85.08,6.558688910370645e-09,-6.089390176016734e-06,-0.0001416371373354231
85.08,-1.4891035300419037e-08,-6.552946974569233e-06,-0.0001313566373745737
85.08,-3.7798040633627375e-08,-6.981564140744159e-06,-0.0001202705866108008
85.09,-6.203922013848304e-08,-7.37257793644949e-06,-0.00010840470317104097
85.09,-8.748258754467792e-08,-7.723345998122233e-06,-9.570748210430302e-05
85.09,-1.1398674029638316e-07,-8.031000519858211e-06,-8.206290750708481e-05
85.1,-1.4139962773916503e-07,-8.29225039276271e-06,-6.73110636006824e-05
85.1,-1.6955684830347572e-07,-8.503257079851774e-06,-5.1274784142697196e-05
85.1,-1.9827976454761484e-07,-8.659602181751327e-06,-3.378973312838168e-05
85.11,-2.273737622741204e-07,-8.756355725973648e-06,-1.4735030955763877e-05
85.11,-2.566269851846702e-07,-8.788244350251778e-06,5.938751223669121e-06
85.11,-2.8580984834239895e-07,-8.74990827334869e-06,2.8187029608160087e-05
85.12,-3.146755740012879e-07,-8.636226806703308e-06,5.185664444800003e-05
85.12,-3.429619069520173e-07,-8.442684345383941e-06,7.668097477917925e-05
85.12,-3.703940612212133e-07,-8.16574384509033e-06,0.00010228561096585476
85.13,-3.9668883563843493e-07,-7.803192755287461e-06,0.0001282043897083629
85.13,-4.215597232378181e-07,-7.354427807034889e-06,0.00015390466337021307
85.13,-4.447227394947162e-07,-6.8206496056670925e-06,0.00017881972615466443
85.14,-4.659026173938443e-07,-6.204945658403655e-06,0.00020238541363301753
85.14,-4.848389712140831e-07,-5.51225048973644e-06,0.00022407779879847243
85.14,-5.012920206339103e-07,-4.74918232425894e-06,0.00024344822294494674
85.15,-5.150474945931614e-07,-3.92376782120892e-06,0.00026015254094837825
85.15,-5.259203982202621e-07,-3.045076623103801e-06,0.0002739716084903511
85.15,-5.337574207556566e-07,-2.1227965819896246e-06,0.00028482100723697067
85.16,-5.384378794172093e-07,-1.1667864378019505e-06,0.00029274892676264255
85.16,-5.398732225261591e-07,-1.8664536167976782e-07,0.00029792228083906294
85.16,-5.380052429756497e-07,8.086623714243046e-07,0.0003006022034256617
85.17,-5.328032679578328e-07,1.8110940851001743e-06,0.000301111210678712
85.17,-5.242606813067893e-07,2.813701551697839e-06,0.00029979509238443403
85.17,-5.123911917187467e-07,3.8106754719784385e-06,0.0002969831930100198
85.18,-4.972252773888905e-07,4.797259451015692e-06,0.00029295096408168096
85.18,-4.788072128009553e-07,5.769544146038397e-06,0.00028788851340791365
85.18,-4.57193018172672e-07,6.7241642607421765e-06,0.0002818783731956354
85.19,-4.324495719626292e-07,7.657931100359862e-06,0.00027488486862726146
85.19,-4.046550009526805e-07,8.567440439552017e-06,0.0002667563875194503
85.19,-3.739003224576507e-07,9.448698775673363e-06,0.0002572406337936279
85.2,-3.4029217249345697e-07,1.0296810252540061e-05,0.00024601167165118836
85.2,-3.0395632587288284e-07,1.1105761618997342e-05,0.00023270643478529688
85.2,-2.6504161187719e-07,1.1868333980540664e-05,0.00021696735037991555
85.21,-2.237237629516396e-07,1.2576158412144916e-05,0.0001984871005285966
85.21,-1.802087107281955e-07,1.3219919061267134e-05,0.0001770513261516831
85.21,-1.3473486685408488e-07,1.378969329263423e-05,0.00015257496535451702
85.22,-8.757399478576879e-08,1.4275404680508404e-05,0.00012512865529953803
85.22,-3.903038700015977e-08,1.4667353384977907e-05,9.495238740223992e-05
85.22,1.0561799414081575e-08,1.4956780017157385e-05,6.24547284269172e-05
85.23,6.084303904747043e-08,1.5136414554659454e-05,2.8197217528419713e-05
85.23,1.1143459612541077e-07,1.5200961838466102e-05,-7.134927178417074e-06
85.23,1.619460247094636e-07,1.5147479835319547e-05,-4.277360967854014e-05
85.24,2.1198356760289065e-07,1.497561524806227e-05,-7.791663530483992e-05
85.24,2.6115892332133545e-07,1.4687673285775223e-05,-0.00011178038119692638
85.24,3.090978091588574e-07,1.4288512600338111e-05,-0.0001436515851772254
85.25,3.554477571671206e-07,1.378527200301568e-05,-0.00017293384305198953
85.25,3.99884638594923e-07,1.3186950254876064e-05,-0.00019918442807526023
85.25,4.4211751643011696e-07,1.2503873814713684e-05,-0.000222138283525228
85.26,4.818915659456546e-07,1.1747097246582682e-05,-0.00024171685342667905
85.26,5.189889671709646e-07,1.0927787438578578e-05,-0.00025802101688197915
85.26,5.53227846473823e-07,1.0056644224159604e-05,-0.0002713086020390751
85.27,5.844595108654324e-07,9.143406937573405e-06,-0.00028195872328122616
85.27,6.125643631905796e-07,8.196488398472134e-06,-0.0002904258546616664
85.27,6.374469958140346e-07,7.2227667329784015e-06,-0.00029718820589566915
85.28,6.590310241952236e-07,6.227550360198055e-06,-0.0003026947958888309
85.28,6.772542340928334e-07,5.214716186582574e-06,-0.00030731638277336424
85.28,6.920645753829994e-07,4.187004481599025e-06,-0.00031130465626695044
85.29,7.034174450147566e-07,3.1464396252074952e-06,-0.0003147636144567656
85.29,7.11274569553288e-07,2.094833836791207e-06,-0.00031763585572369067
85.29,7.156046357723072e-07,1.0343230131924829e-06,-0.00031970517205018626
85.3,7.163856405414067e-07,-3.211964398847758e-08,-0.0003206154219760895
85.3,7.136087547102266e-07,-1.1002451569026794e-06,-0.0003199040986829933
85.3,7.072833361388228e-07,-2.1642120010693036e-06,-0.00031704766704199444
85.31,6.974425991301481e-07,-3.2164269656606303e-06,-0.0003115147092349642
85.31,6.841493631064475e-07,-4.2475656683590405e-06,-0.0003028220733350351
85.31,6.67501270536134e-07,-5.246778570674427e-06,-0.00029058902807405985
85.32,6.476348862620815e-07,-6.20207168643512e-06,-0.00027458443030741576
85.32,6.247281662139801e-07,-7.100835072701984e-06,-0.00025476256149269133
85.32,5.990009065385319e-07,-7.930478568035519e-06,-0.00023128431505203904
85.33,5.707129439920934e-07,-8.67912406976861e-06,-0.0002045214810786112
85.33,5.401600612127889e-07,-9.336297640620031e-06,-0.00017504368742619864
85.33,5.076677400669209e-07,-9.893564203851289e-06,-0.00014358868270581606
85.34,4.7358308620513e-07,-1.0345051416060323e-05,-0.00011101850048619284
85.34,4.382654024257073e-07,-1.0687818495116059e-05,-7.826491289774116e-05
85.34,4.020760036777915e-07,-1.0922038272809689e-05,-4.6268939524613664e-05
85.35,3.6536793236898244e-07,-1.1050976694257408e-05,-1.5919256877827574e-05
85.35,3.2847624348319134e-07,-1.1080770549413691e-05,1.2005151444047552e-05
85.35,2.917094836762846e-07,-1.1020021488261258e-05,3.68834047817836e-05
85.36,2.5534289097820263e-07,-1.0879239497272615e-05,5.828814177355884e-05
85.36,2.1961370073457884e-07,-1.067018151404621e-05,7.600510544659879e-05
85.36,1.8471877114882982e-07,-1.0405139226388347e-05,9.003536659539869e-05
85.37,1.5081455354796699e-07,-1.0096233802518937e-05,0.00010058033630010098
85.37,1.1801924479851964e-07,-9.754773735736623e-06,0.00010801099103490786
85.37,8.641678837629976e-08,-9.390725894122868e-06,0.00011282435132270455
85.38,5.6062251465759165e-08,-9.012338979539926e-06,0.00011559115465431774
85.38,2.698801010058349e-08,-8.625944721216427e-06,0.00011689955526734868
85.38,-7.898692880340323e-10,-8.2359458703151e-06,0.0001172998636749877
85.39,-2.7265652070356733e-08,-7.844983374482128e-06,0.00011725531214369853
85.39,-5.243889633633606e-08,-7.454259022348881e-06,0.00011710319435383415
85.39,-7.631077504544954e-08,-7.0639761965563694e-06,0.00011702971621825126
85.4,-9.888203297789033e-08,-6.67385127172001e-06,0.00011706066951470601
85.4,-1.2015267994229748e-07,-6.283642263264388e-06,0.00011706870994870749
85.4,-1.4012334249158183e-07,-5.893640314701014e-06,0.00011679611682463993
85.41,-1.5879802667024458e-07,-5.505074040596921e-06,0.00011589108718292285
85.41,-1.761878990999678e-07,-5.120384782876272e-06,0.00011395375735859111
85.41,-1.9231558658965812e-07,-4.743343816819499e-06,0.00011058779863139801
85.42,-2.0721943494847172e-07,-4.378997115576626e-06,0.00010545256001797898
85.42,-2.209571611108475e-07,-4.033439891470007e-06,9.831090770808171e-05
85.42,-2.3360837974697915e-07,-3.7134390754874356e-06,8.90681808917127e-05
85.43,-2.4527558174238154e-07,-3.4259364149057402e-06,7.779858249307084e-05
85.43,-2.5608327870945874e-07,-3.177476290716309e-06,6.475634318875347e-05
85.43,-2.661751924059871e-07,-2.9736098864641786e-06,5.037060765130381e-05
85.44,-2.757095458235876e-07,-2.8183299508207243e-06,3.52240633454339e-05
85.44,-2.848526878752815e-07,-2.7135886867465884e-06,2.001730225059609e-05
85.44,-2.937714398271269e-07,-2.6589439733612496e-06,5.521736475439848e-06
85.45,-3.026246754105402e-07,-2.6513687071892244e-06,-7.474891799199546e-06
85.45,-3.115547267290279e-07,-2.6852439488829708e-06,-1.8225606678138552e-05
85.45,-3.2067923743384326e-07,-2.7525406841817768e-06,-2.6079246517213237e-05
85.46,-3.3008406108365484e-07,-2.843179252367316e-06,-3.052852098144214e-05
85.46,-3.3981772827154373e-07,-2.9455400239263995e-06,-3.124733888364815e-05
85.46,-3.4988788788094807e-07,-3.047086745657605e-06,-2.8114025574784283e-05
85.47,-3.602599764167788e-07,-3.1350543109207967e-06,-2.1218980929287907e-05
85.47,-3.708581985033071e-07,-3.1971484911886767e-06,-1.0856058948652045e-05
85.47,-3.815687262914127e-07,-3.2222044250596367e-06,2.5010620860466956e-06
85.48,-3.9224486100263944e-07,-3.200755567641243e-06,1.823543760593493e-05
85.48,-4.027137603436314e-07,-3.1254729865734854e-06,3.5632766780817545e-05
85.48,-4.127842326426071e-07,-2.9914471202145235e-06,5.393270780774658e-05
85.49,-4.2225504037051654e-07,-2.796297830266805e-06,7.238097867654262e-05
85.49,-4.3092314602922446e-07,-2.5401136945753577e-06,9.027796662650921e-05
85.49,-4.385913716881462e-07,-2.2252355938092766e-06,0.00010701974707988653
85.5,-4.4507502490686335e-07,-1.8559124448652633e-06,0.00012212845074499305
85.5,-4.502071595024032e-07,-1.4378663484226344e-06,0.00013526986530376292
85.5,-4.538422778213624e-07,-9.778103724122595e-07,0.00014625746724129254
85.51,-4.558584286362225e-07,-4.829638795098314e-07,0.00015504327352742562
85.51,-4.5615779764693595e-07,3.9392067594484904e-08,0.00016169719324975667
85.51,-4.5466601245363656e-07,5.822831578071797e-07,0.00016637760098943763
85.52,-4.51330479975778e-07,1.1393075754546798e-06,0.00016929636737246604
85.52,-4.4611813365529135e-07,1.7047839238299097e-06,0.0001706823831114319
85.52,-4.390129860279786e-07,2.273779218072358e-06,0.00017074707010865202
85.53,-4.300138594062877e-07,2.842026711010946e-06,0.00016965564772800532
85.53,-4.191326072007666e-07,3.405754756811065e-06,0.0001675065793653298
85.53,-4.063930482218985e-07,3.961455789040678e-06,0.0001643213700541673
85.54,-3.9183072620617515e-07,4.505630251450522e-06,0.00016004511691134136
85.54,-3.7549348874340724e-07,5.034541236355792e-06,0.00015455770691947935
85.54,-3.5744276602074477e-07,5.544013871151558e-06,0.00014769392132942132
85.55,-3.377553319371277e-07,6.029307360883912e-06,0.00013927030970280018
85.55,-3.1652525821241585e-07,6.4850794848974065e-06,0.0001291155126541324
85.55,-2.938657331911069e-07,6.905452457407388e-06,0.00011710093031062125
85.56,-2.69910414555309e-07,7.284178311751037e-06,0.00010316814532380563
85.56,-2.4481401936171674e-07,7.614890555655836e-06,8.735017903526838e-05
