t,u (m),v (m/s),a (m/s2)
73.77,-3.1540735425387e-08,-1.3906311422163448e-05,0.0002324714081125895
73.77,-7.6498308063445e-08,-1.30752468469843e-05,0.00029986307067329397
73.78,-1.1831983456082984e-07,-1.2024112911237733e-05,0.0003617712639812699
73.78,-1.5630278248723582e-07,-1.077149105915557e-05,0.0004178321363337331
73.78,-1.898086838785575e-07,-9.33723152487052e-06,0.0004676146952559937
73.79,-2.1826782855233601e-07,-7.74272567396455e-06,0.0005105625607949897
73.79,-2.4118515257554464e-07,-6.0113531695792075e-06,0.0005459589162054377
73.79,-2.581477648339757e-07,-4.169020811798372e-06,0.0005729216479859718
73.8,-2.6883424246591575e-07,-2.2446886344399616e-06,0.0005904332168770005
73.8,-2.7302545831749563e-07,-2.7076673339415687e-07,0.0005974061669809458
73.8,-2.706163159426351e-07,1.7167336165921878e-06,0.0005927814522083954
73.81,-2.6162740126356816e-07,3.678398362083637e-06,0.000575652877200546
73.81,-2.462152572666485e-07,5.572036829993784e-06,0.0005454070851048278
73.81,-2.2467979006446916e-07,7.353776500001427e-06,0.0005018659301922346
73.82,-1.974672546803763e-07,8.979621726431072e-06,0.0004454160992535545
73.82,-1.6516736935667075e-07,1.0407420860366785e-05,0.00037711032759477135
73.82,-1.2850337751809822e-07,1.159913500297539e-05,0.0002987257084312207
73.83,-8.831430893534112e-08,1.2523255441516028e-05,0.00021276718389383483
73.83,-4.5529261550237345e-08,1.3157180360544184e-05,0.00012240820225335042
73.83,-1.134193185700399e-09,1.3489339037320271e-05,3.1365727352436414e-05
73.84,4.3867575332940964e-08,1.3520847310266262e-05,-5.628726192291405e-05
73.84,8.849925013622758e-08,1.3266493523075632e-05,-0.0001363626991163333
73.84,1.3185634218703293e-07,1.2754889336377616e-05,-0.00020483680652089165
73.85,1.7315136658092579e-07,1.2027673716570522e-05,-0.00025814815339439607
73.85,2.1175423973514185e-07,1.1137727204705446e-05,-0.0002934911450205495
73.85,2.4722513958616927e-07,1.0146432390839546e-05,-0.000309080108737966
73.86,2.793368509029614e-07,9.120098909311804e-06,-0.0003043596105498983
73.86,3.08084143428006e-07,8.125750279127496e-06,-0.00028013929101471774
73.86,3.33678501300368e-07,7.226538218568035e-06,-0.0002386363884165168
73.87,3.5652749133900046e-07,6.477100933804434e-06,-0.00018341540043581215
73.87,3.771991588703869e-07,5.919210378271515e-06,-0.00011922233429240316
73.87,3.963729907980884e-07,5.578054970198425e-06,-5.171940667849219e-05
73.88,4.1478009494596384e-07,5.459477752028542e-06,1.286558608352956e-05
73.88,4.331362203975643e-07,5.548436216952026e-06,6.815337876265611e-05
73.88,4.520719997167629e-07,5.808871932922804e-06,0.00010806266170473676
73.89,4.72065258503734e-07,6.185080978384074e-06,0.00012726278107376253
73.89,4.933803601917107e-07,6.604567842284272e-06,0.00012159579492812322
73.89,5.16019309638341e-07,6.982253397052768e-06,8.843519222546573e-05
73.9,5.396887317431743e-07,7.22580156859161e-06,2.6952171964602452e-05
73.9,5.637859047024223e-07,7.241737463874576e-06,-6.173344529733914e-05
73.9,5.874058220368231e-07,6.941960063883668e-06,-0.00017453247368410483
73.91,6.093698672328876e-07,6.250211203526907e-06,-0.0003065010488949389
73.91,6.282752099630247e-07,5.108053172749444e-06,-0.00045108622197329127
73.91,6.425625814885722e-07,3.4799307395163167e-06,-0.0006004878715396835
73.92,6.505987674235286e-07,1.3569492367363532e-06,-0.0007461136900621453
73.92,6.507690683480461e-07,-1.2409162777579517e-06,-0.0008790969370092306
73.92,6.415742045234949e-07,-4.2643608301738e-06,-0.0009908419417120457
73.93,6.217257386850249e-07,-7.636099853770202e-06,-0.001073560211211405
73.93,5.90234090825611e-07,-1.1253968433228708e-05,-0.001120760811935914
73.93,5.464836207287237e-07,-1.4995589603516996e-05,-0.001127662089690601
73.94,4.902900272684224e-07,-1.8724326995215074e-05,-0.0010914977251444808
73.94,4.219364002661187e-07,-2.2296153654049697e-05,-0.001011697976202544
73.94,3.4218558050561284e-07,-2.556701239896538e-05,-0.0008899357970182297
73.95,2.522679408772399e-07,-2.8400216908875714e-05,-0.0007300373553628062
73.95,1.538451927569558e-07,-3.0673448718997366e-05,-0.0005377655721113827
73.95,4.8952243496633676e-08,-3.2284941013743935e-05,-0.0003204936588476978
73.96,-6.007961089887666e-08,-3.315850266312003e-05,-8.679279752240947e-05
73.96,-1.7071385924160963e-07,-3.3247119871116046e-05,0.00015403776378678384
73.96,-2.803093028614285e-07,-3.253496977725012e-05,0.00039246665400597303
73.97,-3.8622454799883036e-07,-3.103778514127009e-05,0.0006192212494931337
73.97,-4.859210405056018e-07,-2.8801611459937768e-05,0.0008257441438775744
73.97,-5.77059515129209e-07,-2.5900092369717187e-05,0.0010045897951110523
73.98,-6.575853166352598e-07,-2.2430499075361865e-05,0.0011497417529406696
73.98,-7.257988685994741e-07,-1.8508779839066847e-05,0.0012568369035822207
73.98,-7.804085500002979e-07,-1.4263944819709019e-05,0.0013232903154381586
73.99,-8.205643160899521e-07,-9.832117464782767e-06,0.0013483208386309126
73.99,-8.458714936939611e-07,-5.35057808817612e-06,0.001332883683392556
73.99,-8.563852240308928e-07,-9.521002934496714e-07,0.0012795212703612404
74.0,-8.525869598022363e-07,3.240159835458474e-06,0.0011921473589104896
74.0,-8.353452028849012e-07,7.117013718140127e-06,0.001075781671874887
74.0,-8.058632649460242e-07,1.058667977649064e-05,0.0009362534394263015
74.01,-7.656172311951549e-07,1.3577223462784962e-05,0.000779891402842894
74.01,-7.162875081877738e-07,1.603796648524116e-05,0.0006132168404291583
74.01,-6.596873529903307e-07,1.7939886989775186e-05,0.00044265363742232704
74.02,-5.976916347568075e-07,1.9275076973198402e-05,0.00027426675422587794
74.02,-5.321688000428884e-07,2.005535877181643e-05,0.00011353771238815425
74.02,-4.6491863056253614e-07,2.0310188670482856e-05,-3.481731862026426e-05
74.03,-3.976179279070792e-07,2.0083992341098014e-05,-0.00016698358627107986
74.03,-3.317757627243606e-07,1.9433085840560664e-05,-0.00028013688894393935
74.03,-2.686994101701226e-07,1.8422338033475493e-05,-0.000372486464261719
74.04,-2.0947157934614533e-07,1.7121727142607937e-05,-0.00044327337076299105
74.04,-1.5493904698350196e-07,1.5602937323928585e-05,-0.000492727313386552
74.04,-1.0571233630974441e-07,1.393613100186629e-05,-0.00052198525480867
74.05,-6.217564964352693e-08,1.2187020765614465e-05,-0.0005329761082378656
74.05,-2.4505875235008276e-08,1.0414349892694395e-05,-0.0005282763064181518
74.05,7.300846927976229e-09,8.667873987090118e-06,-0.0005109417572511249
74.06,3.339679170164588e-08,6.986916995742379e-06,-0.000484322723033714
74.06,5.4046545586063365e-08,5.399552320114137e-06,-0.00045186906880590643
74.06,6.958925797650075e-08,3.92243423401933e-06,-0.00041693414994438426
74.07,8.040140769954907e-08,2.5612764558043605e-06,-0.0003825865643103882
74.07,8.68621834686511e-08,1.3119437370667822e-06,-0.0003514392761054437
74.07,8.932341000844018e-08,1.6209049290265662e-07,-0.00032550579459828845
74.08,8.808567928569299e-08,-9.067510315908426e-07,-0.0003060921945433737
74.08,8.338197432214027e-08,-1.9167588554966683e-06,-0.0002937325678220149
74.08,7.536961484289108e-08,-2.891234970563108e-06,-0.0002881734057246642
74.09,6.41308300966908e-08,-3.8520099595190685e-06,-0.0002884095439023187
74.09,4.968170380637354e-08,-4.81700980399117e-06,-0.0002927709549963726
74.09,3.198867420829757e-08,-5.798151132657472e-06,-0.0002990564989558735
74.1,1.0991246112081914e-08,-6.799714710779926e-06,-0.00030470656162788945
74.1,-1.337087826275807e-08,-7.817317763581085e-06,-0.00030700373945886884
74.1,-4.112838034545319e-08,-8.837567285686637e-06,-0.00030328796850958824
74.11,-7.225294406703386e-08,-9.838429523780544e-06,-0.0002911705450972232
74.11,-1.0663026933942959e-07,-1.0790299001767812e-05,-0.0002687315147139723
74.11,-1.4403769525862135e-07,-1.1657698682793889e-05,-0.00023468486935091675
74.12,-1.8412833821555205e-07,-1.2401493422004182e-05,-0.00018849890429398783
74.12,-2.2642319061534738e-07,-1.2981458625709938e-05,-0.00013046139534029464
74.12,-2.7031204939659783e-07,-1.3359015770862257e-05,-6.168429947970129e-05
74.13,-3.1506349260671247e-07,-1.3499932148748493e-05,1.5953278074647755e-05
74.13,-3.5984344848883466e-07,-1.3376782612949339e-05,9.991957980916432e-05
74.13,-4.037412584537548e-07,-1.2970989218460448e-05,0.00018719323864473017
74.14,-4.458015773444587e-07,-1.227428767162864e-05,0.00027446197661981165
74.14,-4.850600274123666e-07,-1.1289515145036573e-05,0.00035834087074356185
74.14,-5.205802632309109e-07,-1.0030669193138285e-05,0.00043559223436426687
74.15,-5.514900363797046e-07,-8.522247035847005e-06,0.0005033295313522407
74.15,-5.770139761873135e-07,-6.7979324902230505e-06,0.0005591884556778233
74.15,-5.965011150615696e-07,-4.8987509969126205e-06,0.0006014519788513663
74.16,-6.094456559973571e-07,-2.870854114399422e-06,0.0006291198461408521
74.16,-6.155000625821145e-07,-7.631222837140313e-07,0.0006419181633270593
74.16,-6.144801965901962e-07,1.375215490990901e-06,0.0006402503374030354
74.17,-6.063628753258324e-07,3.4967549127296952e-06,0.0006250957955614093
74.17,-5.912768114156999e-07,5.557717918370754e-06,0.0005978677359974466
74.17,-5.694883785777179e-07,7.519258285121475e-06,0.0005602447713737328
74.18,-5.41383974364158e-07,9.348198751210965e-06,0.0005139938155970174
74.18,-5.074508957566549e-07,1.1017185247797821e-05,0.00046080195709465857
74.18,-4.6825859451668885e-07,1.2504302135438771e-05,0.0004021340445849401
74.19,-4.2444194398492977e-07,1.3792245946075427e-05,0.00033913013649154527
74.19,-3.766877519816563e-07,1.4867198792882365e-05,0.00027255275420427696
74.19,-3.257252368041418e-07,1.5717571419916584e-05,0.00020278869008915755
74.2,-2.723205984587374e-07,1.633279737505724e-05,0.00012990493139447253
74.2,-2.1727522438259526e-07,1.670235319396348e-05,5.375210170125734e-05
74.2,-1.6142652955179857e-07,1.6815153785065517e-05,-2.5895622276400773e-05
74.21,-1.0565000151705999e-07,1.665943187881937e-05,-0.00010917938408956519
74.21,-5.086074698861874e-08,1.6223157306303736e-05,-0.00019599123227607274
74.21,1.9872491244610954e-09,1.549499181228472e-05,-0.0002858247249600493
74.22,5.190582627697924e-08,1.4465714608452265e-05,-0.00037765822795787047
74.22,9.788267687063708e-08,1.3129997376354245e-05,-0.0004698856809051713
74.22,1.3889758549592332e-07,1.1488361702476138e-05,-0.0005603053803439713
74.23,1.7394515642883825e-07,9.549121185050912e-06,-0.0006461720243814471
74.23,2.0206362818395997e-07,7.330098060150509e-06,-0.0007243111555227263
74.23,2.2236868711990937e-07,4.859911822573899e-06,-0.0007912894383160947
74.24,2.3409056279850476e-07,2.178664167641427e-06,-0.0008436282411880378
74.24,2.3661217838864186e-07,-6.621101553006911e-07,-0.0008780437967134936
74.24,2.2950579237701045e-07,-3.600298702290245e-06,-0.0008916941761129894
74.25,2.1256543952879214e-07,-6.564877926833439e-06,-0.0008824118447801183
74.25,1.858325791623445e-07,-9.47832583847554e-06,-0.0008489012753073555
74.25,1.4961268568838614e-07,-1.22596494719238e-05,-0.0007908838809269373
74.26,1.0448104692089221e-07,-1.4827839721864453e-05,-0.0007091760539207218
74.26,5.127672984151445e-08,-1.7105523842555064e-05,-0.0006056922480746092
74.26,-8.91552518648849e-09,-1.9022563915459137e-05,-0.000483370892978682
74.27,-7.479487959381036e-08,-2.0519347608462994e-05,-0.00034602740109777766
74.27,-1.4488402733747154e-07,-2.1549537217233297e-05,-0.0001981450852557913
74.27,-2.1757675520421263e-07,-2.208208318767096e-05,-4.4619783671204184e-05
74.28,-2.9119075461690176e-07,-2.2102364260611853e-05,0.00010952206824824553
74.28,-3.640226608438122e-07,-2.161238422270583e-05,0.0002594097256539338
74.28,-4.344021854858625e-07,-2.0630029260443058e-05,0.00040059654701388755
74.29,-5.007423427037043e-07,-1.9187462823197252e-05,0.000529289744817273
74.29,-5.615831358861563e-07,-1.732880120627795e-05,0.0006425242692811419
74.29,-6.156266368717661e-07,-1.5107266391959943e-05,0.0007382684475348094
74.3,-6.617621045472352e-07,-1.2582049049529208e-05,0.0008154548751788608
74.3,-6.990805916804323e-07,-9.815130709026864e-06,0.0008739367331608975
74.3,-7.268793083149579e-07,-6.8683084167272405e-06,0.0009143758591149314
74.31,-7.446567767665285e-07,-3.8006392023212027e-06,0.000938074759395498
74.31,-7.52100462884972e-07,-6.664772757733476e-07,0.0009467692975058924
74.31,-7.490690465842468e-07,2.4857816224273442e-06,0.0009424020449074204
74.32,-7.355717635388917e-07,5.614201704898616e-06,0.0009268972294268936
74.32,-7.117472906841383e-07,8.683077046749168e-06,0.0009019580011097273
74.32,-6.778444620798306e-07,1.1662059264370544e-05,0.0008689039581006859
74.33,-6.342067101341254e-07,1.4524788953716143e-05,0.0008285630805027577
74.33,-5.812615699985931e-07,1.7247219745138928e-05,0.0007812270687431546
74.33,-5.195159151692834e-07,1.9805848632362788e-05,0.0007266728574577296
74.34,-4.49556873690892e-07,2.2176070696996325e-05,0.0006642473484593991
74.34,-3.7205767332143867e-07,2.4330861371405436e-05,0.000593006257786506
74.34,-2.8778704465093226e-07,2.6239955195123312e-05,0.0005118933666860082
74.35,-1.9762033013794413e-07,2.7869641126424106e-05,0.00041994263471549064
74.35,-1.0255014722709761e-07,2.91832344246164e-05,0.00031648374514199953
74.35,-3.6943621346221908e-09,3.0142220068506756e-05,0.00020133131199187777
74.36,9.770074461368865e-08,3.070799790584296e-05,7.493933593555292e-05
74.36,2.0026391025836015e-07,3.084410124744561e-05,-6.149402985199492e-05
74.36,3.025102043841374e-07,3.0518714096426313e-05,-0.00020598241523888883
74.37,4.028608756264028e-07,2.970728009106223e-05,-0.0003557733701272253
74.37,4.996716692520195e-07,2.8394982926927445e-05,-0.0005074361783422294
74.37,5.912688311077184e-07,2.657888401123112e-05,-0.0006570097372360104
74.38,6.759913393901698e-07,2.4269526576791063e-05,-0.0008001991671885188
74.38,7.522373385847975e-07,2.1491856375707843e-05,-0.0009326060873035293
74.38,8.185123386381701e-07,1.8285361754697316e-05,-0.0010499745301471974
74.39,8.734765203021141e-07,1.4703396919736783e-05,-0.0011484333701641905
74.39,9.159884728801515e-07,1.0811715779077679e-05,-0.0012247163442040388
74.39,9.451428833433996e-07,6.686304862813486e-06,-0.0012763430979111745
74.4,9.603000781809705e-07,2.4106565682344177e-06,-0.001301747655479234
74.4,9.611058580248385e-07,-1.9273347983405763e-06,-0.0013003456545267649
74.4,9.475007142690945e-07,-6.238646668906981e-06,-0.0012725362684404564
74.41,9.19718221981062e-07,-1.0436355398808688e-05,-0.0012196406845853265
74.41,8.782731062047391e-07,-1.443861097109576e-05,-0.0011437836929220082
74.41,8.239401217828199e-07,-1.8171178937301922e-05,-0.0010477296039602202
74.42,7.577254201035996e-07,-2.1569409553866677e-05,-0.0009346871298064477
74.42,6.808324585503967e-07,-2.457954452337905e-05,-0.0008080998669624329
74.42,5.946247131632391e-07,-2.7159327994424493e-05,-0.0006714399584169177
74.43,5.005874705203282e-07,-2.9277946000707583e-05,-0.0005280212346591116
74.43,4.002908063972554e-07,-3.09153714089008e-05,-0.00038084640124920813
74.43,2.9535552704183347e-07,-3.2061236745091444e-05,-0.0002324989305355125
74.44,1.8742338765635408e-07,-3.271338966836316e-05,-8.508656313911764e-05
74.44,7.813235671997317e-08,-3.2876304451755244e-05,5.976198761295889e-05
74.44,-3.0902885068275635e-08,-3.255952447936972e-05,0.00020084992961714825
74.45,-1.3810558279878325e-07,-3.177629745928257e-05,0.00033732245128549935
74.45,-2.419475451098853e-07,-3.054253676932636e-05,0.0004685451843000878
74.45,-3.4095702249762116e-07,-2.8876202607344946e-05,0.0005939650500819088
74.46,-4.337252992425705e-07,-2.6797148786370246e-05,0.0007129689465870685
74.46,-5.189135388187831e-07,-2.432742942258667e-05,0.0008247558166810858
74.46,-5.952613192434158e-07,-2.1492009083874187e-05,0.0009282362904163574
74.47,-6.615980316674464e-07,-1.8319774683195958e-05,0.001021971664457143
74.47,-7.168579170094273e-07,-1.4844711339866348e-05,0.0011041602023867145
74.47,-7.60099018313386e-07,-1.1107081280551531e-05,0.001172674586107481
74.48,-7.905257762258651e-07,-7.154436041871101e-06,0.001225149599680256
74.48,-8.075144415021151e-07,-3.0422991414596406e-06,0.0012591145155770992
74.48,-8.106399730202096e-07,1.165621649632126e-06,0.0012721604142048168
74.49,-7.997026795748323e-07,5.397798028715878e-06,0.001262129418214792
74.49,-7.747525879426172e-07,9.575881008477184e-06,0.0012273103397036152
74.49,-7.361094068018179e-07,1.3616344597361593e-05,0.0011666243385094867
74.5,-6.843760210022676e-07,1.743272662301091e-05,0.0010797845188429776
74.5,-6.204436929722293e-07,2.093836783892529e-05,0.0009674150791486756
74.5,-5.454875529036893e-07,2.4049504954906854e-05,0.0008311185709749718
74.51,-4.6095149804984354e-07,2.6688538329804165e-05,0.0006734837170846789
74.51,-3.685222538294836e-07,2.8787273696829514e-05,0.0004980307962166564
74.51,-2.7009302732115384e-07,3.0289931318144895e-05,0.00030909640397799496
74.52,-1.677178549228228e-07,3.115572596088978e-05,0.00011166415599841713
74.52,-6.355835835654947e-08,3.136084642848863e-05,-8.884795505617962e-05
74.52,4.0174870686635624e-08,3.0899701893170616e-05,-0.00028682946889752357
74.53,1.4128367611917126e-07,2.9785351045749012e-05,-0.00047673234846997293
74.53,2.376437639869976e-07,2.8049085085800437e-05,-0.0006533216987069726
74.53,3.272633787298715e-07,2.5739192393591203e-05,-0.0008119055919729207
74.54,4.0833664078693496e-07,2.2918986938276113e-05,-0.0009485291080377177
74.54,4.792893086448545e-07,1.9664229575012538e-05,-0.001060120747312137
74.54,5.388152190123749e-07,1.6060107810686277e-05,-0.0011445830287039327
74.55,5.859022487379085e-07,1.2197962917625332e-05,-0.0012008238784046179
74.55,6.198472839844644e-07,8.17196109140567e-06,-0.00122872961060562
74.55,6.402603257513032e-07,4.075898610200753e-06,-0.001229085183528782
74.56,6.470584570377862e-07,3.09122548071688e-10,-0.0012034508773053946
74.56,6.404509017613808e-07,-3.96999185401024e-06,-0.0011540076073929192
74.56,6.209167848851004e-07,-7.757832494737455e-06,-0.0010833850569900738
74.57,5.891774332747017e-07,-1.1295034964069706e-05,-0.0009944869613955944
74.57,5.461651287575072e-07,-1.4523192634361273e-05,-0.000890327561919944
74.57,4.929901432834282e-07,-1.7393921221759138e-05,-0.000773890944828888
74.58,4.3090766854668427e-07,-1.9868667649220716e-05,-0.0006480222971884555
